"NO","USER_ID","LOGIN_IP","LOGIN_BROWSER","LOGIN_BROWSER_VERSION","LOGIN_SYSTEM","LOGIN_DATE","LOGOUT_DATE","REG_DATE","REG_USER","USE_FLAG"
"32559","kko2818","211.36.140.215","Chrome Mobile","80.0.3987.99","Android 1.x","2020-12-03 10:02:53",\n,"2020-12-03 10:02:53","kko2818","Y"
"32558","coco23","115.138.190.155","Chrome 8","86.0.4240.198","Windows 10","2020-12-03 09:56:23",\n,"2020-12-03 09:56:23","coco23","Y"
"32557","ljs36","223.38.48.215","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-03 09:33:13",\n,"2020-12-03 09:33:13","ljs36","Y"
"32556","rkj2318","182.226.204.211","Chrome 8","86.0.4240.198","Windows 10","2020-12-03 09:23:00",\n,"2020-12-03 09:23:00","rkj2318","Y"
"32555","ch54i7379","106.102.142.204","Chrome Mobile","80.0.3987.163","Android 1.x","2020-12-03 09:22:38",\n,"2020-12-03 09:22:38","ch54i7379","Y"
"32554","wh0dnjs","61.38.172.53","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 09:21:18",\n,"2020-12-03 09:21:18","wh0dnjs","Y"
"32553","hso004","210.180.123.97","Chrome Mobile","87.0.4280.86","Android 1.x","2020-12-03 09:08:46",\n,"2020-12-03 09:08:46","hso004","Y"
"32551","sopi7799","211.194.126.205","Chrome Mobile","87.0.4280.66","Android 1.x","2020-12-03 09:08:44",\n,"2020-12-03 09:08:44","sopi7799","Y"
"32552","camcik90","211.194.126.205","Chrome Mobile","86.0.4240.93","Mac OS X (iPhone)","2020-12-03 09:08:44",\n,"2020-12-03 09:08:44","camcik90","Y"
"32550","kkjh7415","58.124.145.153","Chrome Mobile","80.0.3987.163","Android 1.x","2020-12-03 09:08:42",\n,"2020-12-03 09:08:42","kkjh7415","Y"
"32549","applle54","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 09:06:14",\n,"2020-12-03 09:06:14","applle54","Y"
"32548","applle53","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 09:05:51",\n,"2020-12-03 09:05:51","applle53","Y"
"32547","applle52","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 09:05:27",\n,"2020-12-03 09:05:27","applle52","Y"
"32546","applle51","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 09:05:02",\n,"2020-12-03 09:05:02","applle51","Y"
"32545","applle43","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 09:04:02",\n,"2020-12-03 09:04:02","applle43","Y"
"32544","applle42","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 09:03:37",\n,"2020-12-03 09:03:37","applle42","Y"
"32543","applle39","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 09:02:46",\n,"2020-12-03 09:02:46","applle39","Y"
"32542","ckh004","211.36.140.84","Chrome Mobile","85.0.4183.101","Android 1.x","2020-12-03 09:02:11",\n,"2020-12-03 09:02:11","ckh004","Y"
"32541","applle40","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 09:01:23",\n,"2020-12-03 09:01:23","applle40","Y"
"32540","applle38","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 09:00:55",\n,"2020-12-03 09:00:55","applle38","Y"
"32539","applle37","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 09:00:16",\n,"2020-12-03 09:00:16","applle37","Y"
"32538","applle36","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:59:48",\n,"2020-12-03 08:59:48","applle36","Y"
"32537","applle35","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:59:20",\n,"2020-12-03 08:59:20","applle35","Y"
"32536","applle34","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:58:38",\n,"2020-12-03 08:58:38","applle34","Y"
"32535","applle33","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:57:58",\n,"2020-12-03 08:57:58","applle33","Y"
"32534","applle32","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:57:06",\n,"2020-12-03 08:57:06","applle32","Y"
"32533","applle31","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:56:12",\n,"2020-12-03 08:56:12","applle31","Y"
"32532","applle3","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:55:18",\n,"2020-12-03 08:55:18","applle3","Y"
"32531","applle2","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:54:52",\n,"2020-12-03 08:54:52","applle2","Y"
"32530","applle1","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:54:26",\n,"2020-12-03 08:54:26","applle1","Y"
"32529","koreatop1","117.111.24.33","Chrome Mobile","81.0.4044.138","Android Mobile","2020-12-03 08:54:14",\n,"2020-12-03 08:54:14","koreatop1","Y"
"32528","applle","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:53:58",\n,"2020-12-03 08:53:58","applle","Y"
"32527","teetime","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:53:26",\n,"2020-12-03 08:53:26","teetime","Y"
"32526","rumy3275","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:53:01",\n,"2020-12-03 08:53:01","rumy3275","Y"
"32525","henny","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:52:31",\n,"2020-12-03 08:52:31","henny","Y"
"32524","goyoja","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:49:41",\n,"2020-12-03 08:49:41","goyoja","Y"
"32523","rudrud","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:49:11",\n,"2020-12-03 08:49:11","rudrud","Y"
"32522","hssah","218.144.157.141","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:42:19",\n,"2020-12-03 08:42:19","hssah","Y"
"32521","lys001","121.125.190.20","Chrome 8","86.0.4240.198","Windows 10","2020-12-03 08:14:04",\n,"2020-12-03 08:14:04","lys001","Y"
"32520","happy111","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:06:45",\n,"2020-12-03 08:06:45","happy111","Y"
"32519","collaboration0831","223.39.131.47","Chrome Mobile","83.0.4103.106","Android 1.x","2020-12-03 08:06:44",\n,"2020-12-03 08:06:44","collaboration0831","Y"
"32518","lsw001","106.101.66.203","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-03 08:06:12",\n,"2020-12-03 08:06:12","lsw001","Y"
"32517","lys001","106.101.66.203","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-03 08:05:48",\n,"2020-12-03 08:05:48","lys001","Y"
"32516","Collaboration0816","223.39.131.47","Chrome Mobile","83.0.4103.106","Android 1.x","2020-12-03 08:05:17",\n,"2020-12-03 08:05:17","Collaboration0816","Y"
"32515","goodhs1","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 08:04:37",\n,"2020-12-03 08:04:37","goodhs1","Y"
"32514","jkc0995","223.39.214.247","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-03 07:53:18",\n,"2020-12-03 07:53:18","jkc0995","Y"
"32513","ljs36","223.38.48.215","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-03 07:45:37",\n,"2020-12-03 07:45:37","ljs36","Y"
"32512","sho1966","116.41.153.47","Chrome Mobile","87.0.4280.66","Android 1.x","2020-12-03 07:37:23",\n,"2020-12-03 07:37:23","sho1966","Y"
"32511","yk39520059","211.36.159.50","Chrome Mobile","87.0.4280.66","Android 1.x","2020-12-03 07:30:20",\n,"2020-12-03 07:30:20","yk39520059","Y"
"32510","yk0059","211.36.159.50","Chrome Mobile","87.0.4280.66","Android 1.x","2020-12-03 07:29:42",\n,"2020-12-03 07:29:42","yk0059","Y"
"32509","joh1151","223.39.149.129","Chrome Mobile","67.0.3396.87","Android Mobile","2020-12-03 07:29:04",\n,"2020-12-03 07:29:04","joh1151","Y"
"32508","sho1967","116.41.153.47","Chrome Mobile","87.0.4280.66","Android 1.x","2020-12-03 07:27:11",\n,"2020-12-03 07:27:11","sho1967","Y"
"32507","hss02","175.125.80.69","Chrome 8","86.0.4240.198","Windows 10","2020-12-03 07:18:02",\n,"2020-12-03 07:18:02","hss02","Y"
"32506","a43410000","223.38.91.26","Chrome Mobile","83.0.4103.106","Android 1.x","2020-12-03 07:02:33",\n,"2020-12-03 07:02:33","a43410000","Y"
"32505","ljo2295","211.107.240.205","Chrome 8","87.0.4280.88","Windows 10","2020-12-03 06:54:27",\n,"2020-12-03 06:54:27","ljo2295","Y"
"32504","lkw5032","106.101.195.176","Chrome Mobile","83.0.4103.106","Android 1.x","2020-12-03 06:42:54",\n,"2020-12-03 06:42:54","lkw5032","Y"
"32503","park1215","223.38.78.140","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-03 06:26:44",\n,"2020-12-03 06:26:44","park1215","Y"
"32502","ckh004","211.36.140.84","Chrome Mobile","85.0.4183.101","Android 1.x","2020-12-03 06:15:49",\n,"2020-12-03 06:15:49","ckh004","Y"
"32501","skim9291","125.132.176.133","Chrome Mobile","70.0.3538.64","Android 1.x","2020-12-03 05:36:19",\n,"2020-12-03 05:36:19","skim9291","Y"
"32500","lee7739","116.43.250.102","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-03 05:20:22",\n,"2020-12-03 05:20:22","lee7739","Y"
"32499","lee7738","116.43.250.102","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-03 05:19:26",\n,"2020-12-03 05:19:26","lee7738","Y"
"32498","momo71","211.229.11.120","Chrome 8","86.0.4240.198","Windows 10","2020-12-03 04:56:26",\n,"2020-12-03 04:56:26","momo71","Y"
"32497","nis8011","211.229.11.120","Chrome 8","86.0.4240.198","Windows 10","2020-12-03 04:56:03",\n,"2020-12-03 04:56:03","nis8011","Y"
"32496","nis8010","211.229.11.120","Chrome 8","86.0.4240.198","Windows 10","2020-12-03 04:55:19",\n,"2020-12-03 04:55:19","nis8010","Y"
"32495","nis8009","211.229.11.120","Chrome 8","86.0.4240.198","Windows 10","2020-12-03 04:54:44",\n,"2020-12-03 04:54:44","nis8009","Y"
"32494","nis8009","211.229.11.120","Chrome 8","86.0.4240.198","Windows 10","2020-12-03 04:54:42",\n,"2020-12-03 04:54:42","nis8009","Y"
"32493","sshh2019","14.55.140.126","Chrome Mobile","86.0.4240.198","Android Mobile","2020-12-03 03:18:59",\n,"2020-12-03 03:18:59","sshh2019","Y"
"32492","lmj1620","119.67.16.149","Chrome 8","86.0.4240.198","Windows 7","2020-12-03 03:15:59",\n,"2020-12-03 03:15:59","lmj1620","Y"
"32491","sshh2019","14.55.140.126","Chrome Mobile","86.0.4240.198","Android Mobile","2020-12-03 03:04:31",\n,"2020-12-03 03:04:31","sshh2019","Y"
"32490","soon0509","122.47.13.98","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-03 02:46:14",\n,"2020-12-03 02:46:14","soon0509","Y"
"32489","dud688","223.38.11.34","Chrome Mobile","79.0.3945.136","Android 1.x","2020-12-03 02:18:33",\n,"2020-12-03 02:18:33","dud688","Y"
"32488","donsoo77","223.38.11.34","Chrome Mobile","79.0.3945.136","Android 1.x","2020-12-03 02:17:22",\n,"2020-12-03 02:17:22","donsoo77","Y"
"32487","annaliza09","2.133.252.105","Chrome 8","87.0.4280.66","Windows 8.1","2020-12-03 02:08:36",\n,"2020-12-03 02:08:36","annaliza09","Y"
"32486","coco23","115.138.190.155","Chrome 8","86.0.4240.198","Windows 10","2020-12-03 01:20:44",\n,"2020-12-03 01:20:44","coco23","Y"
"32485","applle3","49.168.20.50","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 01:19:00",\n,"2020-12-03 01:19:00","applle3","Y"
"32484","hmw2210","27.1.247.98","Chrome 8","86.0.4240.198","Windows 10","2020-12-03 01:00:27",\n,"2020-12-03 01:00:27","hmw2210","Y"
"32483","asd002","223.38.51.32","Chrome Mobile","83.0.4103.106","Android 1.x","2020-12-03 00:40:44",\n,"2020-12-03 00:40:44","asd002","Y"
"32482","asd001","223.38.51.32","Chrome Mobile","83.0.4103.106","Android 1.x","2020-12-03 00:37:24",\n,"2020-12-03 00:37:24","asd001","Y"
"32481","kdo001","223.39.162.193","Chrome Mobile","83.0.4103.106","Android 1.x","2020-12-03 00:37:11",\n,"2020-12-03 00:37:11","kdo001","Y"
"32480","lgntpc11","223.38.87.147","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-03 00:26:50",\n,"2020-12-03 00:26:50","lgntpc11","Y"
"32479","kmr26730","223.39.150.42","Chrome Mobile","85.0.4183.101","Android 1.x","2020-12-03 00:24:13",\n,"2020-12-03 00:24:13","kmr26730","Y"
"32478","kmr26731","223.39.150.42","Chrome Mobile","85.0.4183.101","Android 1.x","2020-12-03 00:23:17",\n,"2020-12-03 00:23:17","kmr26731","Y"
"32477","pretty02","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 00:15:34",\n,"2020-12-03 00:15:34","pretty02","Y"
"32476","pretty01","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 00:14:07",\n,"2020-12-03 00:14:07","pretty01","Y"
"32475","hssgo10000","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 00:10:53",\n,"2020-12-03 00:10:53","hssgo10000","Y"
"32474","good001","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 00:09:42",\n,"2020-12-03 00:09:42","good001","Y"
"32473","value003","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 00:08:38",\n,"2020-12-03 00:08:38","value003","Y"
"32472","gohss1000","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 00:03:06",\n,"2020-12-03 00:03:06","gohss1000","Y"
"32471","tophss","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 00:02:18",\n,"2020-12-03 00:02:18","tophss","Y"
"32470","hssgo1000","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 00:01:51",\n,"2020-12-03 00:01:51","hssgo1000","Y"
"32469","gohss1000","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-03 00:01:23",\n,"2020-12-03 00:01:23","gohss1000","Y"
"32468","again002","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-02 23:59:53",\n,"2020-12-02 23:59:53","again002","Y"
"32467","blue001","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-02 23:59:12",\n,"2020-12-02 23:59:12","blue001","Y"
"32466","gongdong2","116.40.245.6","Chrome Mobile","80.0.3987.163","Android Mobile","2020-12-02 23:55:20",\n,"2020-12-02 23:55:20","gongdong2","Y"
"32465","value003","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-02 23:45:16",\n,"2020-12-02 23:45:16","value003","Y"
"32464","skim9291","125.132.176.133","Chrome Mobile","70.0.3538.64","Android 1.x","2020-12-02 23:44:13",\n,"2020-12-02 23:44:13","skim9291","Y"
"32463","hmw2210","27.1.247.98","Chrome 8","86.0.4240.198","Windows 10","2020-12-02 23:42:16",\n,"2020-12-02 23:42:16","hmw2210","Y"
"32462","hsskinghss","27.1.247.98","Chrome 8","86.0.4240.198","Windows 10","2020-12-02 23:41:27",\n,"2020-12-02 23:41:27","hsskinghss","Y"
"32461","bitmain","27.1.247.98","Chrome 8","86.0.4240.198","Windows 10","2020-12-02 23:33:05",\n,"2020-12-02 23:33:05","bitmain","Y"
"32460","hssrich","27.1.247.98","Chrome 8","86.0.4240.198","Windows 10","2020-12-02 23:32:36",\n,"2020-12-02 23:32:36","hssrich","Y"
"32459","hssgaza","27.1.247.98","Chrome 8","86.0.4240.198","Windows 10","2020-12-02 23:28:50",\n,"2020-12-02 23:28:50","hssgaza","Y"
"32458","wjdehdals4672","27.1.247.98","Chrome 8","86.0.4240.198","Windows 10","2020-12-02 23:28:12",\n,"2020-12-02 23:28:12","wjdehdals4672","Y"
"32457","Alexander","27.1.247.98","Chrome 8","86.0.4240.198","Windows 10","2020-12-02 23:27:45",\n,"2020-12-02 23:27:45","Alexander","Y"
"32456","hmw2210","27.1.247.98","Chrome 8","86.0.4240.198","Windows 10","2020-12-02 23:27:17",\n,"2020-12-02 23:27:17","hmw2210","Y"
"32455","gong77","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-02 23:07:30",\n,"2020-12-02 23:07:30","gong77","Y"
"32454","jkc0995","223.39.214.247","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-02 22:56:45",\n,"2020-12-02 22:56:45","jkc0995","Y"
"32453","jkc0995","223.39.214.247","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-02 22:48:47",\n,"2020-12-02 22:48:47","jkc0995","Y"
"32452","jkc0995","223.39.214.247","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-02 22:45:16",\n,"2020-12-02 22:45:16","jkc0995","Y"
"32451","gong77","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-02 22:31:03",\n,"2020-12-02 22:31:03","gong77","Y"
"32450","happy111","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-02 22:29:48",\n,"2020-12-02 22:29:48","happy111","Y"
"32449","goodhs1","117.20.213.143","Chrome 8","87.0.4280.66","Windows 10","2020-12-02 22:28:08",\n,"2020-12-02 22:28:08","goodhs1","Y"
"32448","ljs36","223.38.48.215","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-02 22:25:38",\n,"2020-12-02 22:25:38","ljs36","Y"
"32447","hss02","223.33.153.166","Chrome 8","86.0.4240.198","Windows 10","2020-12-02 22:24:14",\n,"2020-12-02 22:24:14","hss02","Y"
"32446","park4818","122.47.13.98","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-02 22:14:29",\n,"2020-12-02 22:14:29","park4818","Y"
"32445","Playzzang","124.54.105.179","Chrome Mobile","83.0.4103.106","Android 1.x","2020-12-02 22:01:06",\n,"2020-12-02 22:01:06","Playzzang","Y"
"32444","hso004","210.180.123.97","Chrome Mobile","87.0.4280.66","Android 1.x","2020-12-02 22:00:49",\n,"2020-12-02 22:00:49","hso004","Y"
"32443","swh8880","223.38.10.38","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-02 21:19:41",\n,"2020-12-02 21:19:41","swh8880","Y"
"32442","boss001","223.38.94.194","Chrome Mobile","87.0.4280.66","Android 1.x","2020-12-02 21:14:45",\n,"2020-12-02 21:14:45","boss001","Y"
"32441","paraok2","118.235.24.94","Chrome Mobile","83.0.4103.106","Android 1.x","2020-12-02 21:11:21",\n,"2020-12-02 21:11:21","paraok2","Y"
"32440","paraok2","118.235.24.94","Chrome Mobile","83.0.4103.106","Android 1.x","2020-12-02 21:11:20",\n,"2020-12-02 21:11:20","paraok2","Y"
"32439","sho1966","116.41.153.47","Chrome Mobile","87.0.4280.66","Android 1.x","2020-12-02 21:08:04",\n,"2020-12-02 21:08:04","sho1966","Y"
"32438","sho1967","116.41.153.47","Chrome Mobile","87.0.4280.66","Android 1.x","2020-12-02 21:07:20",\n,"2020-12-02 21:07:20","sho1967","Y"
"32437","lys001","121.125.190.20","Chrome 8","86.0.4240.198","Windows 10","2020-12-02 21:06:36",\n,"2020-12-02 21:06:36","lys001","Y"
"32436","kdh1339","117.111.24.33","Chrome Mobile","81.0.4044.138","Android Mobile","2020-12-02 21:04:21",\n,"2020-12-02 21:04:21","kdh1339","Y"
"32435","jyj9394","118.235.9.19","Chrome Mobile","87.0.4280.66","Android 1.x","2020-12-02 21:03:17",\n,"2020-12-02 21:03:17","jyj9394","Y"
"32434","ain3535","121.159.123.39","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-02 20:59:16",\n,"2020-12-02 20:59:16","ain3535","Y"
"32433","boss001","123.213.207.153","Chrome Mobile","87.0.4280.66","Android 1.x","2020-12-02 20:52:22",\n,"2020-12-02 20:52:22","boss001","Y"
"32432","park4818","122.47.13.98","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-02 20:26:44",\n,"2020-12-02 20:26:44","park4818","Y"
"32431","park1215","223.131.213.186","Chrome Mobile","86.0.4240.198","Android 1.x","2020-12-02 20:24:35",\n,"2020-12-02 20:24:35","park1215","Y"
"32430","khj01","110.70.51.158","Chrome Mobile","85.0.4183.120","Android Mobile","2020-12-02 20:16:25",\n,"2020-12-02 20:16:25","khj01","Y"
"32429","jhn01","110.70.51.158","Chrome Mobile","85.0.4183.120","Android Mobile","2020-12-02 20:13:48",\n,"2020-12-02 20:13:48","jhn01","Y"
